pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2024-01-19	Fast convolution meets low precision: Exploring efficient quantized Winograd convolution on modern CPUs ACM Transactions on Architecture and Code Optimization	Xueying Wang, Guangli Li, Zhen Jia, Xiaobing Feng, Yida Wang. (2024). "Paper Title Number 1." <i>Journal 1</i>. 1(1).	paper-title-number-1	http://academicpages.github.io/files/2024-taco-fast.pdf	http://academicpages.github.io/files/slides1.pdf
